llm_call_id,simulation_time_s,involved_vessels,prompt_data,llm_response_json
1,2.60,"Red (ID: 137220970719248), Blue (ID: 137220970929792), Green (ID: 137220970486656)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970719248, position: (86.8, 400.0) px, heading: 90.0°, speed: 18.8 km/h
  Other vessels:
    - id: 137220970929792, pos: (713.2,400.0) px, heading: 270.0°, speed: 18.8 km/h, dist: 0.626 km, relBearing: 0.0°
    - id: 137220970486656, pos: (400.0,713.2) px, heading: 0.0°, speed: 18.8 km/h, dist: 0.443 km, relBearing: 45.0°
- id: 137220970929792, position: (713.2, 400.0) px, heading: 270.0°, speed: 18.8 km/h
  Other vessels:
    - id: 137220970719248, pos: (86.8,400.0) px, heading: 90.0°, speed: 18.8 km/h, dist: 0.626 km, relBearing: 0.0°
    - id: 137220970486656, pos: (400.0,713.2) px, heading: 0.0°, speed: 18.8 km/h, dist: 0.443 km, relBearing: 315.0°
- id: 137220970486656, position: (400.0, 713.2) px, heading: 0.0°, speed: 18.8 km/h
  Other vessels:
    - id: 137220970719248, pos: (86.8,400.0) px, heading: 90.0°, speed: 18.8 km/h, dist: 0.443 km, relBearing: 315.0°
    - id: 137220970929792, pos: (713.2,400.0) px, heading: 270.0°, speed: 18.8 km/h, dist: 0.443 km, relBearing: 45.0°","[{""id"": 137220970719248, ""situation"": ""Head-on"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 137220970929792, ""situation"": ""Head-on"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 137220970486656, ""situation"": ""Crossing"", ""role"": ""Stand-on"", ""action"": ""Maintain course and speed""}]"
2,3.60,"Red (ID: 137220970719248), Blue (ID: 137220970929792), Green (ID: 137220970486656)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970719248, position: (93.1, 400.6) px, heading: 100.1°, speed: 26.2 km/h
  Other vessels:
    - id: 137220970929792, pos: (706.9,399.4) px, heading: 280.1°, speed: 26.2 km/h, dist: 0.614 km, relBearing: 349.8°
    - id: 137220970486656, pos: (400.0,706.9) px, heading: 0.0°, speed: 26.2 km/h, dist: 0.434 km, relBearing: 34.9°
- id: 137220970929792, position: (706.9, 399.4) px, heading: 280.1°, speed: 26.2 km/h
  Other vessels:
    - id: 137220970719248, pos: (93.1,400.6) px, heading: 100.1°, speed: 26.2 km/h, dist: 0.614 km, relBearing: 349.8°
    - id: 137220970486656, pos: (400.0,706.9) px, heading: 0.0°, speed: 26.2 km/h, dist: 0.434 km, relBearing: 304.9°
- id: 137220970486656, position: (400.0, 706.9) px, heading: 0.0°, speed: 26.2 km/h
  Other vessels:
    - id: 137220970719248, pos: (93.1,400.6) px, heading: 100.1°, speed: 26.2 km/h, dist: 0.434 km, relBearing: 314.9°
    - id: 137220970929792, pos: (706.9,399.4) px, heading: 280.1°, speed: 26.2 km/h, dist: 0.434 km, relBearing: 44.9°","[{""id"": 137220970719248, ""situation"": ""Head-on"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 137220970929792, ""situation"": ""Head-on"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 137220970486656, ""situation"": ""Crossing"", ""role"": ""Stand-on"", ""action"": ""Maintain course and speed""}]"
3,4.61,"Red (ID: 137220970719248), Blue (ID: 137220970929792), Green (ID: 137220970486656)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970719248, position: (101.1, 402.8) px, heading: 110.1°, speed: 33.5 km/h
  Other vessels:
    - id: 137220970929792, pos: (698.9,397.2) px, heading: 290.1°, speed: 33.5 km/h, dist: 0.598 km, relBearing: 339.3°
    - id: 137220970486656, pos: (400.0,698.5) px, heading: 0.0°, speed: 33.5 km/h, dist: 0.420 km, relBearing: 24.6°
- id: 137220970929792, position: (698.9, 397.2) px, heading: 290.1°, speed: 33.5 km/h
  Other vessels:
    - id: 137220970719248, pos: (101.1,402.8) px, heading: 110.1°, speed: 33.5 km/h, dist: 0.598 km, relBearing: 339.3°
    - id: 137220970486656, pos: (400.0,698.5) px, heading: 0.0°, speed: 33.5 km/h, dist: 0.424 km, relBearing: 294.6°
- id: 137220970486656, position: (400.0, 698.5) px, heading: 0.0°, speed: 33.5 km/h
  Other vessels:
    - id: 137220970719248, pos: (101.1,402.8) px, heading: 110.1°, speed: 33.5 km/h, dist: 0.420 km, relBearing: 314.7°
    - id: 137220970929792, pos: (698.9,397.2) px, heading: 290.1°, speed: 33.5 km/h, dist: 0.424 km, relBearing: 44.8°","[{""id"": 137220970719248, ""situation"": ""Head-on"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 137220970929792, ""situation"": ""Head-on"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 137220970486656, ""situation"": ""Crossing"", ""role"": ""Stand-on"", ""action"": ""Maintain course and speed""}]"
4,10.14,"Blue (ID: 137220970929792), Green (ID: 137220970486656)","
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970929792, position: (633.9, 348.8) px, heading: 294.8°, speed: 67.0 km/h
  Other vessels:
    - id: 137220970486656, pos: (400.0,616.8) px, heading: 0.0°, speed: 67.0 km/h, dist: 0.356 km, relBearing: 286.3°
- id: 137220970486656, position: (400.0, 616.8) px, heading: 0.0°, speed: 67.0 km/h
  Other vessels:
    - id: 137220970929792, pos: (633.9,348.8) px, heading: 294.8°, speed: 67.0 km/h, dist: 0.356 km, relBearing: 41.1°","[{""id"": 137220970929792, ""situation"": ""Crossing"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}, {""id"": 137220970486656, ""situation"": ""Crossing"", ""role"": ""Stand-on"", ""action"": ""Maintain course and speed""}]"
5,10.50,Red (ID: 137220970719248),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970719248, position: (172.2, 453.8) px, heading: 111.2°, speed: 67.0 km/h
  Other vessels:","[{""id"": 137220970719248, ""situation"": ""No risk of collision"", ""role"": ""N/A"", ""action"": ""Maintain course and speed""}]"
6,11.16,Green (ID: 137220970486656),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970486656, position: (400.0, 597.9) px, heading: 0.0°, speed: 67.0 km/h
  Other vessels:","[{""id"": 137220970486656, ""situation"": ""Overtaking"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}]"
7,11.51,Red (ID: 137220970719248),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970719248, position: (190.2, 459.0) px, heading: 101.1°, speed: 67.0 km/h
  Other vessels:","[{""id"": 137220970719248, ""situation"": ""No risk of collision"", ""role"": ""N/A"", ""action"": ""Maintain course and speed""}]"
8,12.16,Green (ID: 137220970486656),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970486656, position: (401.6, 579.4) px, heading: 10.0°, speed: 67.0 km/h
  Other vessels:","[{""id"": 137220970486656, ""situation"": ""Overtaking"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}]"
9,12.51,Red (ID: 137220970719248),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970719248, position: (208.8, 461.0) px, heading: 91.1°, speed: 67.0 km/h
  Other vessels:","[{""id"":137220970719248,""situation"":""No risk of collision"",""role"":""N/A"",""action"":""Maintain course and speed""}]"
10,13.16,Green (ID: 137220970486656),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970486656, position: (406.5, 561.4) px, heading: 20.0°, speed: 67.0 km/h
  Other vessels:","[{""id"": 137220970486656, ""situation"": ""Overtaking"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}]"
11,13.52,Red (ID: 137220970719248),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970719248, position: (227.4, 459.7) px, heading: 83.1°, speed: 67.0 km/h
  Other vessels:","[{""id"": 137220970719248, ""situation"": ""No risk of collision with any other vessel"", ""role"": ""N/A"", ""action"": ""Maintain course and speed""}]"
12,14.17,Green (ID: 137220970486656),"
        ""Ship navigation according to COLREGs.
""
        ""For each vessel listed below, determine the situation, role, action
""
        ""Respond ONLY with a JSON array of objects {id, situation, role, action}, **exactly one entry per vessel**. Do not produce more than one element for any given id

""
        "" Do not include any additional text.
""
        ""Vessels Data:""
        
- id: 137220970486656, position: (414.5, 544.4) px, heading: 30.1°, speed: 67.0 km/h
  Other vessels:","[{""id"": 137220970486656, ""situation"": ""Overtaking"", ""role"": ""Give-way"", ""action"": ""Alter course to starboard""}]"
